{31., 16.921256102296898, 1.6, 0.2758718828110377, 0.7677185650092226, 0.20451136056996974}
{30.4, 16.84780860642232, 1.6, 0.840378610342348, 0.7726176407776669, 0.19277300216095597}
{30., 16.566850497406325, 1.6, -0.4550994557869397, 0.7848847006194344, 0.1821196930929617}
{30., 16.91461975281547, 1.6, 0.20773955348696307, 0.781695277126563, 0.18144074168844676}
{27.5, 16.569128461910307, 1.6, 1.2330817809543755, 0.8078248169736437, 0.12881362519887}
{25., 16.015411409729357, 1.6, 0.6637187062954693, 0.8568586649248116, 0.07933187981525455}
{22.5, 17.7002065313708, 1.6, 2.1965363667201654, 0.8655173934847432, 0.08541062068052473}
{20., 16.997809327324727, 1.6, 1.809153263958682, 0.895902202746492, 0.06334038568206021}
{20., 17.40481269640145, 1.6, 1.868343811880707, 0.8990899819487125, 0.06092129415693264}
{18., 12.561426888572047, 1.6, 1.5, 0.9221500410726923, 0.06423990569922994}
{18., 16.656400056765236, 1.6, 1.7052714877161914, 0.9169315728981029, 0.0488518962556712}
{18., 15.36394234559064, 3.7857459202386377, 1.3138042778629102, 0.9242791698876172, 0.034898529579424686}
{16., 16.411693673867525, 1.6, 1.2967802557708366, 0.9389056071179229, 0.03485989106117966}
{15., 11.742703693378607, 1.6, 0.5615288276623233, 0.9510810349993711, 0.02628756085853278}
{15., 16.60567924508728, 1.6, 1.0529919650610735, 0.9477166417644287, 0.027591556400653368}
{15., 15.77098129498863, 3.021061763576835, 1.3630989781510707, 0.9431893707334299, 0.023645341568351397}
{14., 15.99619169868353, 2.7138725519019338, 1.2777761930964013, 0.9512787960826462, 0.019739816258205055}
{13., 16.747360443722936, 1.6, 1.9478509075135833, 0.952611619870373, 0.019794952523909354}
{13., 11.318842501630463, 1.9, 1.298830556216328, 0.9682068645437456, 0.0017024468550142942}
{12.5, 16.837853172288888, 1.6, 1.8003977769580448, 0.9593519129663653, 0.021319748331615516}
{12.5, 16.318233698357325, 2.896614498624807, 1.2844698336540967, 0.9620664686435042, 0.014925475821686318}
{12., 15.419796677923221, 3.3916684335644915, 1.5153233091976108, 0.9660735619645848, 0.01499069700362616}
{11.5, 16.735789874391266, 1.6662417923742987, 2.033865256107428, 0.9650640968595088, 0.01328860526739382}
{11.5, 18.858726486130177, -1.6483056459771535, 1.9700728007076906, 0.9654849766886981, 0.010921584792732498}
{10.5, 17.210262612575878, 2.1727718315320925, 1.6778501528898186, 0.9722791342688827, 0.010585238507006814}
{9.5, 10.211184953921821, 2.7791052375753096, 1.1044755192072195, 0.9836796855637595, 0.005671276797859607}
{9.5, 17.504912295942002, 4.784856157682348, 1.4225797973744325, 0.9816383870879367, 0.007275793720335864}
